#Data tag : 19v3 , Norm tag: None
#run:fill,time,nls,ncms,delivered(/fb),recorded(/fb)
297004:5838,06/16/17 13:37:30,35,19,0.005391068,0.002558531
297006:5838,06/16/17 13:51:07,27,16,0.004090902,0.002155633
297007:5838,06/16/17 14:01:24,31,16,0.004618959,0.002153361
297009:5838,06/16/17 14:13:17,31,19,0.003828385,0.001874075
297010:5838,06/16/17 14:25:14,28,17,0.004146515,0.002301476
297011:5838,06/16/17 14:36:05,27,16,0.003946099,0.002155307
297012:5838,06/16/17 14:46:25,28,16,0.004040651,0.002142777
297013:5838,06/16/17 14:57:00,10,3,0.001430930,0.000000003
297014:5838,06/16/17 15:00:40,13,5,0.001851419,0.000009741
297015:5838,06/16/17 15:05:34,28,16,0.003950256,0.002173671
297016:5838,06/16/17 15:16:07,27,16,0.003763993,0.002100892
297017:5838,06/16/17 15:26:31,28,15,0.003865387,0.001942897
297018:5838,06/16/17 15:37:06,28,17,0.003879399,0.002209389
297019:5838,06/16/17 15:47:52,37,18,0.004582112,0.002314248
297039:5839,06/16/17 19:09:54,2,0,0.000000026,0
297044:5839,06/16/17 19:10:19,19,4,0.000000252,0.000000004
297046:5839,06/16/17 19:17:33,151,141,0.020639343,0.017469929
297047:5839,06/16/17 20:16:09,39,28,0.006387240,0.004238649
297048:5839,06/16/17 20:31:19,26,15,0.004185508,0.002193768
297049:5839,06/16/17 20:41:23,26,15,0.004132497,0.002231329
297050:5839,06/16/17 20:51:29,777,777,0.106254909,0.103287357
297053:5840,06/17/17 04:41:04,16,4,0.000000205,0.000000003
297054:5840,06/17/17 04:47:09,11,4,0.000000144,0
297055:5840,06/17/17 04:51:24,14,4,0.000188785,0
297056:5840,06/17/17 04:56:29,212,203,0.034645234,0.029790198
297057:5840,06/17/17 06:18:36,913,913,0.120242190,0.116596229
297096:5842,06/17/17 19:03:43,25,4,0.000000440,0.000000019
297098:5842,06/17/17 19:12:57,6,2,0.000000106,0
297099:5842,06/17/17 19:15:03,68,62,0.011204104,0.008056397
297100:5842,06/17/17 19:41:21,389,379,0.077904027,0.071520390
297101:5842,06/17/17 22:12:26,1106,1106,0.166096233,0.162003648
297108:5845,06/18/17 12:24:04,10,0,0.000000209,0
297109:5845,06/18/17 12:27:50,12,5,0.000000251,0
297110:5845,06/18/17 12:32:08,8,2,0.000000164,0
297111:5845,06/18/17 12:35:01,9,2,0.001063974,0
297112:5845,06/18/17 12:38:18,13,3,0.003182244,0.000000088
297113:5845,06/18/17 12:43:13,252,245,0.057194040,0.050808918
297114:5845,06/18/17 14:21:05,168,168,0.034357634,0.032426643
297167:5848,06/19/17 17:36:40,11,0,0.000000217,0
297168:5848,06/19/17 17:40:56,68,56,0.009983497,0.005899057
297169:5848,06/19/17 18:07:02,24,13,0.005219958,0.002064278
297170:5848,06/19/17 18:16:01,19,7,0.004594087,0.001278584
297171:5848,06/19/17 18:23:17,79,68,0.018535912,0.014296710
297172:5848,06/19/17 18:54:00,7,3,0.001605189,0.000000003
297173:5848,06/19/17 18:56:38,10,2,0.002284110,0
297174:5848,06/19/17 19:00:17,12,2,0.002726001,0.000000002
297175:5848,06/19/17 19:04:40,87,76,0.019169038,0.015605621
297176:5848,06/19/17 19:38:25,222,210,0.046489394,0.042254335
297177:5848,06/19/17 21:04:31,167,158,0.032920872,0.030027254
297178:5848,06/19/17 22:09:07,1392,1378,0.206528378,0.200449744
297179:5848,06/20/17 07:09:38,104,93,0.011744743,0.009736704
297180:5848,06/20/17 07:49:56,140,129,0.015159529,0.013682144
297181:5848,06/20/17 08:44:01,95,76,0.009282661,0.006687352
297182:5848,06/20/17 09:20:53,113,113,0.010412017,0.010312167
297207:5849,06/20/17 13:06:10,15,6,0.000000347,0.000000095
297209:5849,06/20/17 13:11:42,21,2,0.000000478,0.000000019
297211:5849,06/20/17 13:19:39,86,75,0.019620916,0.014317088
297215:5849,06/20/17 13:53:03,55,47,0.014873016,0.012016961
297218:5849,06/20/17 14:14:26,31,24,0.008173246,0.003628771
297219:5849,06/20/17 14:26:08,2694,2637,0.447943969,0.427130370
297224:5849,06/21/17 07:52:34,146,138,0.014197753,0.013006942
297225:5849,06/21/17 08:49:06,33,25,0.003120814,0.002256188
297227:5849,06/21/17 09:01:37,275,267,0.024353700,0.022924666
297228:5849,06/21/17 10:48:29,13,3,0.001120877,0.000190849
297229:5849,06/21/17 10:53:14,101,101,0.008175088,0.008106648
297280:5856,06/22/17 00:08:28,22,4,0.000000647,0.000000010
297281:5856,06/22/17 00:16:46,87,75,0.022137969,0.015002245
297282:5856,06/22/17 00:50:17,28,16,0.008770121,0.004325845
297283:5856,06/22/17 01:00:52,27,16,0.008332045,0.004184070
297284:5856,06/22/17 01:11:05,27,16,0.008221738,0.004292311
297285:5856,06/22/17 01:21:30,42,20,0.011036438,0.003936511
297286:5856,06/22/17 01:37:30,32,21,0.009446089,0.005335133
297287:5856,06/22/17 01:49:45,27,16,0.007863104,0.004005275
297288:5856,06/22/17 02:00:08,30,15,0.008626157,0.003869322
297289:5856,06/22/17 02:11:32,26,15,0.007348666,0.003820468
297290:5856,06/22/17 02:21:32,27,15,0.007579507,0.003721893
297291:5856,06/22/17 02:31:39,28,17,0.007782758,0.004224042
297292:5856,06/22/17 02:42:29,770,750,0.186573957,0.171087028
297293:5856,06/22/17 07:41:33,169,144,0.034445954,0.027925868
297296:5856,06/22/17 08:47:07,514,492,0.093325385,0.085852345
297308:5856,06/22/17 12:06:46,90,81,0.014127883,0.011317022
297316:5856,06/22/17 12:41:23,71,71,0.011038569,0.010867854
297343:5859,06/22/17 19:39:42,1,1,0,0
297349:5860,06/22/17 22:23:57,18,4,0.000000473,0.000000022
297351:5860,06/22/17 22:32:20,1,1,0,0
297354:5861,06/23/17 00:39:59,10,0,0.000000248,0
297355:5861,06/23/17 00:43:44,4,4,0.000000043,0.000000043
297358:5862,06/23/17 03:07:25,10,0,0.000000238,0.000000002
297359:5862,06/23/17 03:11:15,186,186,0.047005050,0.043752093
297409:5864,06/23/17 13:14:11,24,8,0.000000457,0.000000082
297411:5864,06/23/17 13:23:22,966,950,0.216616063,0.204338503
297422:5865,06/24/17 00:23:46,18,0,0.000000418,0
297424:5865,06/24/17 00:30:28,153,148,0.038462062,0.033816935
297425:5865,06/24/17 01:29:39,157,153,0.044026195,0.041209970
297426:5865,06/24/17 02:30:35,121,110,0.031962917,0.026521554
297427:5865,06/24/17 03:17:19,6,2,0.001544136,0.000007078
297428:5865,06/24/17 03:19:40,14,3,0.003586734,0.000022512
297429:5865,06/24/17 03:24:59,100,72,0.025003211,0.017174467
297430:5865,06/24/17 04:03:47,205,200,0.049201199,0.045887969
297431:5865,06/24/17 05:23:08,189,185,0.042256030,0.039065206
297432:5865,06/24/17 06:36:25,169,125,0.035677096,0.025554728
297433:5865,06/24/17 07:41:47,159,153,0.031849887,0.029722522
297434:5865,06/24/17 08:43:19,161,156,0.030448867,0.028822314
297435:5865,06/24/17 09:45:40,99,99,0.017283622,0.016903434
297465:5868,06/24/17 19:25:14,11,0,0.000000300,0
297467:5868,06/24/17 19:29:17,154,138,0.043889608,0.034823108
297468:5868,06/24/17 20:28:57,86,74,0.027312352,0.022624098
297469:5868,06/24/17 21:02:04,75,75,0.021523515,0.018963838
297473:5870,06/25/17 00:28:25,19,4,0.000000457,0.000000008
297474:5870,06/25/17 00:35:35,68,68,0.012021616,0.009480203
297479:5871,06/25/17 03:00:33,18,4,0.000000427,0.000000015
297480:5871,06/25/17 03:07:28,13,13,0.000000323,0.000000323
297482:5872,06/25/17 05:19:04,9,0,0.000000176,0
297483:5872,06/25/17 05:22:29,219,213,0.057433952,0.051837541
297484:5872,06/25/17 06:47:17,232,214,0.064798656,0.057035614
297485:5872,06/25/17 08:17:19,434,415,0.107368999,0.098144010
297486:5872,06/25/17 11:05:55,641,623,0.131322040,0.123975020
297487:5872,06/25/17 15:14:37,625,604,0.103125292,0.097386928
297488:5872,06/25/17 19:17:09,430,430,0.059008269,0.056849117
297493:5873,06/25/17 23:59:09,16,4,0.000000350,0.000000014
297494:5873,06/26/17 00:05:01,67,55,0.012656728,0.007742365
297495:5873,06/26/17 00:30:59,27,16,0.008698969,0.004938782
297496:5873,06/26/17 00:41:30,35,23,0.011266947,0.006840367
297497:5873,06/26/17 00:54:54,28,16,0.008860998,0.004570243
297498:5873,06/26/17 01:05:27,28,16,0.008729105,0.004538431
297499:5873,06/26/17 01:16:02,31,16,0.009507581,0.004547481
297500:5873,06/26/17 01:27:55,24,15,0.007246013,0.000000111
297501:5873,06/26/17 01:37:16,28,17,0.008346590,0.004727684
297502:5873,06/26/17 01:48:00,34,17,0.010065005,0.004606756
297503:5873,06/26/17 02:00:54,797,776,0.201319654,0.186983397
297504:5873,06/26/17 07:10:25,145,135,0.030928614,0.010959528
297505:5873,06/26/17 08:06:28,401,401,0.076669979,0.074619192
297551:5874,06/26/17 17:32:38,10,0,0,0
297552:5874,06/26/17 17:36:20,192,192,0.000000221,0.000000219
297556:5876,06/26/17 23:02:05,42,4,0.001792372,0.000000018
297557:5876,06/26/17 23:17:52,400,394,0.120763178,0.111173614
297558:5876,06/27/17 01:53:16,268,263,0.071225986,0.067210569
297559:5876,06/27/17 03:37:22,135,12,0.033277711,0.002913189
297560:5876,06/27/17 04:29:43,230,217,0.052431738,0.048135390
297562:5876,06/27/17 05:58:50,372,368,0.075959011,0.072540902
297563:5876,06/27/17 08:23:21,267,267,0.048308335,0.046549445
297595:5878,06/27/17 14:39:32,21,5,0.000000440,0.000000017
297597:5878,06/27/17 14:47:24,16,8,0.000000344,0.000000160
297598:5878,06/27/17 14:53:31,34,26,0.009143647,0.004521551
297599:5878,06/27/17 15:06:25,428,402,0.119698101,0.106448668
297603:5878,06/27/17 17:52:22,444,418,0.108596170,0.098935557
297604:5878,06/27/17 20:44:33,408,404,0.085546126,0.082156578
297605:5878,06/27/17 23:22:45,431,404,0.079064769,0.071812886
297606:5878,06/28/17 02:10:08,244,241,0.037750680,0.036829713
297618:5880,06/28/17 09:48:39,23,3,0.000000496,0.000000048
297620:5880,06/28/17 09:57:20,320,320,0.091551361,0.085416198
297654:5882,06/28/17 17:08:58,17,5,0.000000391,0.000000034
297656:5882,06/28/17 17:15:24,544,430,0.162216263,0.118279879
297657:5882,06/28/17 20:46:37,40,24,0.011352474,0.000867788
297658:5882,06/28/17 21:02:07,26,19,0.007275549,0.000017641
297659:5882,06/28/17 21:12:10,40,30,0.011023008,0.003271931
297660:5882,06/28/17 21:27:42,275,240,0.061490308,0.051159116
297661:5882,06/28/17 23:14:15,135,118,0.026423035,0.021801178
297662:5882,06/29/17 00:06:24,28,16,0.006706663,0.003508385
297663:5882,06/29/17 00:17:03,29,17,0.006866998,0.003634064
297664:5882,06/29/17 00:28:08,49,35,0.011426902,0.007138648
297665:5882,06/29/17 00:46:59,298,276,0.065061384,0.058590466
297666:5882,06/29/17 02:42:25,126,126,0.024826756,0.023376612
297668:5883,06/29/17 05:49:05,18,5,0.000000437,0.000000035
297669:5883,06/29/17 05:55:39,60,21,0.009203587,0.000000348
297670:5883,06/29/17 06:18:48,41,27,0.013206719,0.008106555
297671:5883,06/29/17 06:34:34,52,40,0.016683580,0.012316411
297672:5883,06/29/17 06:54:46,26,15,0.008161063,0.004484326
297673:5883,06/29/17 07:04:45,27,16,0.008298328,0.004249156
297674:5883,06/29/17 07:15:13,211,183,0.064480499,0.052881310
297675:5883,06/29/17 08:36:58,500,465,0.134837523,0.121337694
297678:5883,06/29/17 11:50:58,5,5,0.000470083,0.000044173
297705:5885,06/29/17 15:29:35,18,2,0.000000394,0.000000028
297711:5885,06/29/17 15:36:04,15,3,0.000000339,0
297712:5885,06/29/17 15:41:34,15,4,0.001419230,0
297713:5885,06/29/17 15:47:18,18,6,0.003544071,0.000072700
297714:5885,06/29/17 15:53:58,18,7,0.005695206,0.000060464
297715:5885,06/29/17 16:00:39,17,14,0.004740295,0.000008982
297721:5887,06/29/17 20:12:23,19,0,0.000000500,0
297722:5887,06/29/17 20:19:25,420,345,0.128343615,0.095933980
297723:5887,06/29/17 23:02:24,227,224,0.064442132,0.062075774
298651:5919,07/09/17 18:19:14,12,0,0,0
298652:5919,07/09/17 18:23:47,17,7,0,0
298653:5919,07/09/17 18:30:10,92,92,0.000003737,0.000003336
298668:5920,07/09/17 22:34:11,33,5,0,0
298671:5920,07/09/17 22:46:26,86,43,0.000001511,0.000000146
298673:5920,07/09/17 23:19:31,82,72,0.000002152,0.000001846
298674:5920,07/09/17 23:51:02,103,71,0.000002648,0.000001619
298678:5920,07/10/17 00:30:47,188,162,0.000004743,0.000003966
298679:5920,07/10/17 01:43:32,145,33,0.000003506,0.000000580
298681:5920,07/10/17 02:39:42,10,10,0.000000158,0.000000154
298782:5929,07/11/17 04:52:39,8,0,0,0
298783:5929,07/11/17 04:55:33,190,190,0.000009725,0.000009600
298807:5930,07/11/17 08:36:10,21,0,0.000000006,0
298809:5930,07/11/17 08:44:11,444,444,0.002718186,0.002569817
298848:5933,07/11/17 23:26:01,12,0,0,0
298850:5933,07/11/17 23:30:36,160,160,0.000008601,0.000008496
298852:5934,07/12/17 02:55:24,11,0,0.000000047,0
298853:5934,07/12/17 02:59:36,587,582,0.027774941,0.026290704
298854:5934,07/12/17 06:47:33,79,72,0.000099989,0.000078698
298855:5934,07/12/17 07:18:01,97,97,0.000135030,0.000121027
298994:5942,07/14/17 07:10:22,2,0,0.000000023,0.000000001
298995:5942,07/14/17 07:10:51,34,1,0.000000387,0.000000004
298996:5942,07/14/17 07:23:52,228,216,0.033901344,0.025753759
298997:5942,07/14/17 08:52:13,53,47,0.008297373,0.005424780
298998:5942,07/14/17 09:12:28,19,2,0.002929566,0.000217674
299000:5942,07/14/17 09:19:51,89,89,0.011867974,0.008544458
299040:5946,07/14/17 19:52:53,17,0,0.000000172,0
299042:5946,07/14/17 19:59:24,59,59,0.005743645,0.003227414
299060:5950,07/15/17 00:39:24,19,5,0.000000382,0.000000018
299061:5950,07/15/17 00:46:15,355,348,0.084379185,0.068739051
299062:5950,07/15/17 03:04:10,304,296,0.071740552,0.060610393
299064:5950,07/15/17 05:02:14,110,84,0.024253999,0.016684768
299065:5950,07/15/17 05:44:50,382,335,0.076875596,0.060937685
299067:5950,07/15/17 08:12:55,466,466,0.079051246,0.070948060
299084:5952,07/15/17 14:29:50,131,0,0.026516529,0
299094:5952,07/15/17 15:20:43,16,2,0.004665444,0
299096:5952,07/15/17 15:26:51,103,103,0.027876423,0.025082730
299147:5954,07/16/17 01:22:26,20,3,0.000000403,0.000000003
299149:5954,07/16/17 01:29:48,477,477,0.126163551,0.112884814
299176:5958,07/16/17 12:03:09,21,5,0.000000372,0.000000021
299178:5958,07/16/17 12:10:56,117,107,0.026276642,0.020104012
299180:5958,07/16/17 12:56:18,114,72,0.032293105,0.017227935
299183:5958,07/16/17 13:40:29,5,1,0.001379256,0.000021483
299184:5958,07/16/17 13:42:24,577,555,0.143999471,0.126939659
299185:5958,07/16/17 17:26:15,125,125,0.026439255,0.024172197
299314:5960,07/18/17 04:28:36,15,0,0.000000285,0
299316:5960,07/18/17 04:34:10,110,99,0.023447090,0.017187754
299317:5960,07/18/17 05:16:43,46,36,0.013277712,0.008984048
299318:5960,07/18/17 05:34:33,59,47,0.016661722,0.011712972
299321:5960,07/18/17 05:57:14,12,2,0.003334050,0
299322:5960,07/18/17 06:01:39,20,5,0.005521730,0.000000043
299324:5960,07/18/17 06:09:13,34,22,0.009250554,0.004685889
299325:5960,07/18/17 06:22:04,201,190,0.052980512,0.045921958
299326:5960,07/18/17 07:40:06,34,22,0.008621613,0.005094548
299327:5960,07/18/17 07:53:09,83,69,0.020529386,0.015595861
299329:5960,07/18/17 08:25:06,177,177,0.040970207,0.038662838
299366:5962,07/18/17 15:48:17,19,5,0.000000422,0.000000011
299368:5962,07/18/17 15:55:24,180,167,0.050215558,0.036270224
299369:5962,07/18/17 17:05:01,398,302,0.117376865,0.080806811
299370:5962,07/18/17 19:39:21,709,709,0.166985649,0.156516926
299378:5963,07/19/17 02:17:49,13,0,0.000000268,0
299380:5963,07/19/17 02:22:37,253,224,0.075373872,0.059841611
299381:5963,07/19/17 04:00:43,51,51,0.013990678,0.012426049
299388:5965,07/19/17 07:08:09,21,5,0.000000484,0.000000027
299390:5965,07/19/17 07:16:07,7,2,0.000000164,0
299391:5965,07/19/17 07:18:49,11,1,0.000713700,0
299392:5965,07/19/17 07:22:44,7,2,0.002338490,0.000000012
299393:5965,07/19/17 07:25:06,11,5,0.003776496,0.000000014
299394:5965,07/19/17 07:29:05,35,26,0.010141999,0.006195184
299395:5965,07/19/17 07:42:23,188,182,0.059954583,0.040232187
299396:5965,07/19/17 08:55:05,97,97,0.024910071,0.017803847
299414:5966,07/19/17 11:46:13,27,4,0.000000557,0.000000004
299419:5966,07/19/17 11:56:22,19,4,0.001653239,0
299420:5966,07/19/17 12:03:36,54,54,0.016638809,0.013824680
299438:5970,07/19/17 20:54:03,19,5,0.000000398,0.000000015
299440:5970,07/19/17 21:01:06,24,24,0.000000509,0.000000508
299442:5971,07/19/17 23:30:22,18,5,0.000000451,0.000000017
299443:5971,07/19/17 23:36:57,173,173,0.048563838,0.040042224
299448:5974,07/20/17 04:15:36,18,5,0.000000261,0.000000006
299450:5974,07/20/17 04:22:17,94,94,0.018883519,0.016750198
299475:5976,07/20/17 12:25:11,12,0,0.000000221,0
299477:5976,07/20/17 12:29:35,96,87,0.024982990,0.015216771
299478:5976,07/20/17 13:06:44,184,172,0.055482985,0.046532245
299479:5976,07/20/17 14:18:01,129,117,0.038205440,0.030700115
299480:5976,07/20/17 15:07:52,740,711,0.189408043,0.169714845
299481:5976,07/20/17 19:55:18,1262,1262,0.214780165,0.200449640
299590:5979,07/21/17 16:44:28,21,5,0.000000386,0.000000007
299592:5979,07/21/17 16:52:26,141,132,0.040677769,0.030046800
299593:5979,07/21/17 17:47:13,906,892,0.229577908,0.209695691
299594:5979,07/21/17 23:38:54,333,309,0.071052059,0.062036898
299595:5979,07/22/17 01:48:02,148,138,0.028933715,0.025696241
299597:5979,07/22/17 02:45:16,574,568,0.096581318,0.087687460
299598:5979,07/22/17 06:27:58,316,316,0.044228235,0.043244619
299612:5980,07/22/17 11:18:13,21,6,0.000000110,0.000000009
299614:5980,07/22/17 11:25:53,427,420,0.067886377,0.063378732
299616:5980,07/22/17 14:11:45,562,544,0.079262519,0.075109349
299617:5980,07/22/17 17:49:58,79,79,0.008879638,0.008777762
299647:5984,07/24/17 01:36:03,11,0,0.000000285,0
299649:5984,07/24/17 01:40:05,383,376,0.126518664,0.095514657
299650:5984,07/24/17 04:08:36,6,1,0.000091341,0.000041398
299660:5985,07/24/17 06:42:23,13,3,0,0
299662:5985,07/24/17 06:46:52,109,104,0.000000008,0.000000008
299663:5985,07/24/17 07:29:12,69,63,0.000000005,0.000000005
299664:5985,07/24/17 07:55:48,23,23,0.000000002,0.000000002
299909:6001,07/26/17 10:14:40,65,0,0.000000101,0
299923:6005,07/26/17 14:30:26,192,192,0.000000158,0.000000157
299926:6006,07/26/17 17:39:31,115,115,0.000000105,0.000000104
299937:6009,07/27/17 03:01:34,16,0,0.000000021,0
299994:6012,07/27/17 12:06:27,12,0,0.000000156,0
299996:6012,07/27/17 12:10:58,1272,1272,0.000055840,0.000055087
300000:6014,07/27/17 23:07:07,1,0,0,0
300005:6015,07/28/17 01:14:29,19,3,0.000000211,0
300007:6015,07/28/17 01:21:35,27,27,0.000001442,0.000001032
300013:6016,07/28/17 03:47:42,12,0,0.000000259,0
300015:6016,07/28/17 03:52:24,163,154,0.000009942,0.000008933
300016:6016,07/28/17 04:55:41,56,50,0.000003591,0.000003185
300017:6016,07/28/17 05:17:09,55,46,0.000003509,0.000002898
300018:6016,07/28/17 05:38:26,287,281,0.000018249,0.000017683
300019:6016,07/28/17 07:29:44,654,648,0.000024140,0.000023655
300027:6016,07/28/17 11:43:43,119,113,0.000007651,0.000007142
300029:6016,07/28/17 12:29:48,271,262,0.000006766,0.000006153
300043:6016,07/28/17 14:14:46,343,334,0.000022263,0.000021494
300049:6016,07/28/17 16:27:59,72,65,0.000004404,0.000003721
300050:6016,07/28/17 16:55:57,495,495,0.000021927,0.000021468
300076:6018,07/28/17 23:31:29,19,5,0.000000061,0.000000001
300078:6018,07/28/17 23:38:31,9,3,0.000000031,0
300079:6018,07/28/17 23:41:50,59,59,0.003115730,0.002772846
300085:6019,07/29/17 06:05:20,12,0,0.000000036,0
300087:6019,07/29/17 06:09:56,241,232,0.015134854,0.014251654
300088:6019,07/29/17 07:43:15,317,317,0.000415645,0.000376900
300102:6020,07/29/17 11:50:25,23,5,0.000000484,0.000000020
300104:6020,07/29/17 11:58:46,42,34,0.007496533,0.003451424
300105:6020,07/29/17 12:14:52,29,21,0.008896951,0.001264884
300106:6020,07/29/17 12:26:04,83,74,0.028261199,0.020137790
300107:6020,07/29/17 12:58:01,50,50,0.015722772,0.014149115
300115:6021,07/29/17 16:27:57,12,0,0.000000235,0
300117:6021,07/29/17 16:32:31,71,71,0.013660605,0.009936475
300121:6024,07/29/17 21:24:36,11,0,0.000000205,0.000000001
300122:6024,07/29/17 21:28:51,1311,1286,0.344935471,0.306043681
300123:6024,07/30/17 05:57:59,613,603,0.111299156,0.103367856
300124:6024,07/30/17 09:56:00,592,592,0.082808761,0.078307188
300153:6026,07/30/17 18:30:18,16,4,0.000000302,0.000000006
300155:6026,07/30/17 18:36:28,1229,1222,0.323399697,0.290910302
300156:6026,07/31/17 02:33:41,98,64,0.019977949,0.012014282
300157:6026,07/31/17 03:11:37,1117,1117,0.183178862,0.172244533
300224:6030,07/31/17 16:39:19,21,0,0.000000437,0
300226:6030,07/31/17 16:46:54,452,452,0.139168716,0.122339920
300231:6031,07/31/17 21:44:27,20,5,0.000000409,0.000000011
300233:6031,07/31/17 21:51:48,165,153,0.046988199,0.035997022
300234:6031,07/31/17 22:55:49,67,59,0.022457092,0.014933255
300235:6031,07/31/17 23:21:52,190,181,0.061121042,0.050549170
300236:6031,08/01/17 00:35:36,188,182,0.056958407,0.049894421
300237:6031,08/01/17 01:48:17,722,717,0.179497745,0.166194492
300238:6031,08/01/17 06:28:36,330,322,0.064106299,0.056427780
300239:6031,08/01/17 08:36:44,243,207,0.041932572,0.031734695
300240:6031,08/01/17 10:10:56,368,361,0.054117648,0.048886176
300271:6034,08/02/17 01:58:06,22,2,0.000000472,0.000000021
300273:6034,08/02/17 02:06:17,25,25,0.000000569,0.000000517
300278:6035,08/02/17 04:19:56,21,1,0.000000393,0.000000003
300280:6035,08/02/17 04:27:57,701,691,0.209751496,0.161773863
300281:6035,08/02/17 08:59:58,22,8,0.005991692,0.001608281
300282:6035,08/02/17 09:08:16,186,182,0.049484750,0.043362010
300283:6035,08/02/17 10:20:31,39,26,0.009848941,0.005861653
300284:6035,08/02/17 10:35:39,758,758,0.158530618,0.149167064
300304:6036,08/02/17 19:14:14,48,3,0.000001750,0
300308:6036,08/02/17 19:32:21,48,40,0.000034542,0.000024668
300309:6036,08/02/17 19:50:55,13,6,0.000010879,0.000002379
300310:6036,08/02/17 19:55:39,150,130,0.000107199,0.000081173
300312:6036,08/02/17 20:53:57,98,89,0.000065415,0.000051715
300313:6036,08/02/17 21:31:40,74,55,0.000049659,0.000036129
300314:6036,08/02/17 22:00:13,18,18,0.000009299,0.000008096
300326:6039,08/03/17 06:32:21,24,5,0.000000452,0.000000009
300328:6039,08/03/17 06:41:14,23,23,0.000000466,0.000000457
300362:6041,08/03/17 11:59:17,12,0,0.000000206,0
300364:6041,08/03/17 12:03:39,56,43,0.012298448,0.005247731
300365:6041,08/03/17 12:25:03,25,13,0.007635140,0.003644939
300366:6041,08/03/17 12:34:35,26,14,0.007150612,0.002975985
300367:6041,08/03/17 12:44:42,25,13,0.007883524,0.003103156
300368:6041,08/03/17 12:54:06,25,13,0.007761332,0.003066145
300369:6041,08/03/17 13:03:35,25,13,0.007649601,0.003315994
300370:6041,08/03/17 13:13:08,25,13,0.007556292,0.003263006
300371:6041,08/03/17 13:22:40,25,13,0.007476805,0.003041586
300372:6041,08/03/17 13:32:05,20,8,0.006051222,0.002040698
300373:6041,08/03/17 13:39:38,24,13,0.007188928,0.003193517
300374:6041,08/03/17 13:48:53,25,13,0.007399345,0.003210766
300375:6041,08/03/17 13:58:15,98,98,0.027282656,0.025391408
300386:6044,08/03/17 18:28:57,51,11,0.003891730,0.000000002
300389:6044,08/03/17 18:48:33,157,143,0.052189614,0.032938957
300390:6044,08/03/17 19:49:28,25,13,0.008242913,0.003493013
300391:6044,08/03/17 19:58:56,24,13,0.007816472,0.003341658
300392:6044,08/03/17 20:08:11,26,14,0.008332239,0.003447537
300393:6044,08/03/17 20:17:56,25,13,0.007903052,0.003507114
300394:6044,08/03/17 20:27:18,25,13,0.007802383,0.003364755
300395:6044,08/03/17 20:36:48,24,13,0.007508444,0.003411736
300396:6044,08/03/17 20:46:06,25,13,0.007864694,0.003323829
300397:6044,08/03/17 20:55:35,25,13,0.007765493,0.003526942
300398:6044,08/03/17 21:05:16,26,14,0.007972890,0.003623554
300399:6044,08/03/17 21:15:05,30,17,0.009069631,0.004284658
300400:6044,08/03/17 21:26:33,694,672,0.180123289,0.162809266
300401:6044,08/04/17 01:56:03,684,683,0.127703860,0.120559122
300457:6046,08/04/17 11:53:23,22,2,0.000000402,0.000000018
300459:6046,08/04/17 12:01:22,348,332,0.105128463,0.088706201
300461:6046,08/04/17 14:16:24,104,88,0.031087558,0.023965173
300462:6046,08/04/17 14:56:36,109,91,0.031061057,0.023547844
300463:6046,08/04/17 15:38:41,144,124,0.038635523,0.030979288
300464:6046,08/04/17 16:34:29,285,265,0.070974300,0.059539818
300466:6046,08/04/17 18:25:04,656,643,0.131977700,0.121620308
300467:6046,08/04/17 22:39:50,570,570,0.085894201,0.080406774
300486:6047,08/05/17 04:36:05,24,5,0.000000474,0.000000006
300488:6047,08/05/17 04:45:21,8,8,0.000000161,0.000000158
300491:6048,08/05/17 07:17:14,15,0,0.000000298,0
300497:6048,08/05/17 07:22:48,181,176,0.059556705,0.044776992
300498:6048,08/05/17 08:32:59,20,15,0.006969205,0.000018320
300499:6048,08/05/17 08:40:40,10,3,0.003454875,0.000003350
300500:6048,08/05/17 08:44:23,23,15,0.001587118,0.000006927
300501:6048,08/05/17 08:56:34,4,3,0,0
300511:6050,08/05/17 11:38:42,21,3,0.000000403,0.000000003
300514:6050,08/05/17 11:46:50,155,150,0.045080623,0.033323460
300515:6050,08/05/17 12:46:59,1038,1013,0.290453169,0.263830664
300516:6050,08/05/17 19:30:11,119,109,0.025313606,0.019408339
300517:6050,08/05/17 20:16:08,1174,936,0.194021449,0.152713634
300532:6052,08/06/17 06:36:28,110,20,0.018834151,0.000000282
300538:6052,08/06/17 07:18:49,44,36,0.015217943,0.010381875
300539:6052,08/06/17 07:35:56,259,210,0.082208413,0.060774764
300545:6052,08/06/17 09:16:34,123,92,0.036852391,0.025888460
300548:6052,08/06/17 10:04:06,25,13,0.007221153,0.003258515
300551:6052,08/06/17 10:13:35,97,89,0.027196609,0.023509368
300552:6052,08/06/17 10:51:11,94,54,0.025514144,0.013393702
300558:6052,08/06/17 11:27:26,556,541,0.131170108,0.118955219
300560:6052,08/06/17 15:03:17,1175,1159,0.190488018,0.176420717
300561:6052,08/06/17 22:39:34,231,231,0.026793423,0.025723054
300572:6053,08/07/17 02:35:03,29,6,0.000000540,0.000000010
300574:6053,08/07/17 02:45:56,126,110,0.036284111,0.024821753
300575:6053,08/07/17 03:34:38,82,76,0.025583831,0.012364944
300576:6053,08/07/17 04:06:31,1208,1208,0.292857603,0.274097913
300631:6054,08/07/17 15:18:20,205,195,0.066790413,0.050175652
