#Data tag : 19v3 , Norm tag: None
#run:fill,time,nls,ncms,delivered(/fb),recorded(/fb)
317391:6757,06/04/18 03:07:16,28,22,0.009796088,0.006378005
317392:6757,06/04/18 03:27:45,1960,1960,0.494959566,0.480455840
317434:6759,06/04/18 22:30:21,238,224,0.088883395,0.080265142
317435:6759,06/05/18 00:15:36,1402,1398,0.361437521,0.347198926
317438:6759,06/05/18 09:20:21,343,343,0.055029646,0.052743672
317461:6760,06/05/18 14:55:43,2,0,0.000000090,0
317463:6760,06/05/18 15:02:47,1,1,0.000000046,0.000000046
317475:6761,06/05/18 18:01:23,97,93,0.036379339,0.032576228
317478:6761,06/05/18 18:47:22,27,23,0.009681748,0.007632094
317479:6761,06/05/18 18:57:47,23,18,0.006224164,0.003955308
317480:6761,06/05/18 19:06:43,23,14,0.008625443,0.004568629
317481:6761,06/05/18 19:15:35,25,20,0.009220588,0.006947064
317482:6761,06/05/18 19:25:16,67,25,0.023916978,0.006049288
317484:6761,06/05/18 19:51:18,554,545,0.167589430,0.159278551
317488:6761,06/05/18 23:26:32,851,851,0.180642535,0.174899454
317509:6762,06/06/18 10:15:52,347,344,0.125515037,0.119256255
317510:6762,06/06/18 12:34:08,19,12,0.006340229,0.003637740
317511:6762,06/06/18 12:41:13,420,412,0.123799774,0.117000490
317512:6762,06/06/18 15:24:08,450,450,0.107364475,0.104356098
317527:6763,06/06/18 22:36:43,1461,1461,0.453052973,0.438629264
317591:6768,06/08/18 06:51:38,308,308,0.116754748,0.112421337
317626:6770,06/08/18 20:30:24,2026,2026,0.530724251,0.513370859
317638:6772,06/09/18 13:32:53,1,0,0,0
317640:6772,06/09/18 13:36:59,822,813,0.267607037,0.254964046
317641:6772,06/09/18 19:02:10,1394,1394,0.265633305,0.257744158
317648:6773,06/10/18 06:10:54,123,114,0.046208327,0.039164005
317649:6773,06/10/18 07:08:13,624,621,0.193285005,0.185577912
317650:6773,06/10/18 11:10:27,1310,1310,0.254359264,0.246268154
317661:6774,06/10/18 21:43:49,1326,1314,0.395676237,0.380618205
317663:6774,06/11/18 06:27:15,864,864,0.151498573,0.147601104
317683:6776,06/11/18 15:46:44,373,373,0.138920388,0.133459474
317694:6778,06/11/18 23:46:02,1,0,0,0
317696:6778,06/11/18 23:46:21,668,668,0.236111690,0.226832303
317743:6781,06/12/18 23:53:07,10,0,0,0
317744:6781,06/12/18 23:56:49,399,399,0.000038156,0.000037729
317750:6791,06/14/18 03:54:51,413,0,0.000000028,0
317856:6795,06/14/18 17:07:12,35,7,0,0
317857:6795,06/14/18 17:20:09,98,98,0.000000001,0.000000001
317859:6797,06/14/18 21:27:15,17,0,0.000000008,0
317861:6797,06/14/18 21:33:34,248,248,0.000063858,0.000063441
317863:6798,06/15/18 00:55:39,12,0,0.000000005,0
317864:6798,06/15/18 01:00:18,489,489,0.000014807,0.000014709
317923:6813,06/17/18 08:33:44,46,0,0.000000004,0
317927:6813,06/17/18 08:51:19,68,68,0.000000005,0.000000005
317943:6815,06/17/18 17:42:43,12,0,0,0
317949:6815,06/17/18 17:47:10,214,211,0.000008654,0.000008528
318346:6821,06/22/18 16:12:02,3,3,0,0
318347:6821,06/22/18 16:43:18,22,14,0,0
318348:6821,06/22/18 17:03:08,22,15,0.000000677,0.000000371
318349:6821,06/22/18 17:11:24,34,25,0.000002741,0.000001891
318350:6821,06/22/18 17:24:19,62,41,0.000004925,0.000003173
318351:6821,06/22/18 17:48:12,86,85,0.000006349,0.000006100
318352:6821,06/22/18 18:21:34,29,22,0.000002023,0.000001458
318353:6821,06/22/18 18:32:42,10,2,0.000000685,0.000000079
318354:6821,06/22/18 18:36:35,38,30,0.000002548,0.000001956
318355:6821,06/22/18 18:51:00,35,27,0.000002268,0.000001700
318356:6821,06/22/18 19:04:31,31,24,0.000001958,0.000001426
318357:6821,06/22/18 19:16:20,37,36,0.000002297,0.000002149
318358:6821,06/22/18 19:30:30,25,23,0.000001512,0.000001349
318359:6821,06/22/18 19:40:00,11,4,0.000000654,0.000000173
318360:6821,06/22/18 19:44:01,120,113,0.000006676,0.000006190
318361:6821,06/22/18 20:30:36,52,35,0.000002713,0.000001775
318362:6821,06/22/18 20:50:33,24,16,0.000001229,0.000000790
318363:6821,06/22/18 20:59:49,106,106,0.000005300,0.000004541
318377:6826,06/23/18 08:20:37,13,1,0,0
318379:6826,06/23/18 08:25:21,17,7,0,0
318380:6826,06/23/18 08:31:50,162,162,0.000000006,0.000000005
318388:6828,06/23/18 11:44:47,8,0,0,0
318389:6828,06/23/18 11:47:51,27,17,0,0
318390:6828,06/23/18 11:58:11,28,16,0,0
318391:6828,06/23/18 12:08:45,41,13,0,0
318394:6828,06/23/18 12:24:38,14,8,0,0
318396:6828,06/23/18 12:30:04,14,8,0,0
318397:6828,06/23/18 12:35:19,23,8,0,0
318398:6828,06/23/18 12:44:14,27,17,0.000000151,0
318401:6828,06/23/18 12:54:29,21,1,0.000000976,0.000000035
318403:6828,06/23/18 13:02:25,94,81,0.000003898,0.000003318
318404:6828,06/23/18 13:38:54,23,14,0.000000846,0.000000495
318405:6828,06/23/18 13:47:40,39,29,0.000001383,0.000001012
318407:6828,06/23/18 14:02:33,61,55,0.000002044,0.000001795
318408:6828,06/23/18 14:26:12,70,61,0.000002256,0.000001924
318411:6828,06/23/18 14:53:09,14,6,0.000000448,0.000000082
318412:6828,06/23/18 14:58:29,24,18,0.000000738,0.000000529
318415:6828,06/23/18 15:07:32,21,12,0.000000630,0.000000339
318417:6828,06/23/18 15:15:29,15,6,0.000000455,0.000000147
318419:6828,06/23/18 15:21:17,76,57,0.000002247,0.000001642
318421:6828,06/23/18 15:50:45,43,43,0.000001194,0.000001176
318436:6829,06/23/18 18:11:18,8,0,0,0
318437:6829,06/23/18 18:14:13,15,5,0,0
318438:6829,06/23/18 18:19:46,246,246,0.000013574,0.000013327
318457:6833,06/24/18 03:59:11,23,0,0,0
318461:6833,06/24/18 04:07:40,14,5,0,0
318462:6833,06/24/18 04:12:48,8,4,0,0
318463:6833,06/24/18 04:15:38,14,3,0.000000672,0
318464:6833,06/24/18 04:20:51,261,261,0.000027689,0.000027178
318525:6837,06/24/18 20:53:39,8,0,0,0
318526:6837,06/24/18 20:56:33,11,6,0,0
318527:6837,06/24/18 21:00:44,9,3,0,0
318528:6837,06/24/18 21:04:12,37,3,0,0
318529:6837,06/24/18 21:18:34,151,146,0.000000002,0.000000002
318530:6837,06/24/18 22:17:10,57,51,0,0
318531:6837,06/24/18 22:39:09,138,133,0.000000105,0.000000097
318532:6837,06/24/18 23:32:39,73,70,0.000000089,0.000000077
318533:6837,06/25/18 00:00:49,101,87,0.000000121,0.000000102
318534:6837,06/25/18 00:40:01,48,39,0.000000057,0.000000045
318535:6837,06/25/18 00:58:21,20,4,0.000000023,0
318536:6837,06/25/18 01:05:52,106,91,0.000000124,0.000000104
318537:6837,06/25/18 01:46:48,22,5,0.000000027,0.000000003
318538:6837,06/25/18 01:55:14,14,3,0.000000017,0
318539:6837,06/25/18 02:00:36,9,4,0.000000011,0
318540:6837,06/25/18 02:04:00,14,11,0.000000017,0.000000012
318541:6837,06/25/18 02:09:24,62,44,0.000000075,0.000000051
318542:6837,06/25/18 02:33:30,15,11,0.000000018,0.000000012
318543:6837,06/25/18 02:39:10,22,15,0.000000026,0.000000017
318544:6837,06/25/18 02:47:38,14,3,0.000000017,0
318545:6837,06/25/18 02:53:01,26,14,0.000000031,0.000000016
318546:6837,06/25/18 03:02:55,163,155,0.000000193,0.000000181
318547:6837,06/25/18 04:06:01,43,37,0.000000050,0.000000042
318548:6837,06/25/18 04:22:45,30,23,0.000000035,0.000000026
318549:6837,06/25/18 04:34:16,23,16,0.000000027,0.000000017
318550:6837,06/25/18 04:43:00,71,68,0.000000082,0.000000077
318551:6837,06/25/18 05:10:24,43,22,0.000000050,0.000000024
318562:6838,06/25/18 08:05:58,2,1,0,0
318563:6838,06/25/18 08:11:49,102,102,0.000004195,0.000004128
318619:6843,06/25/18 18:57:05,1,0,0,0
318622:6843,06/25/18 19:00:16,247,235,0.000089064,0.000082291
318636:6844,06/25/18 23:08:33,1,0,0,0
318639:6844,06/25/18 23:08:40,134,134,0.000000548,0.000000536
318645:6845,06/26/18 01:39:06,1,1,0,0
318651:6847,06/26/18 06:42:10,1,1,0.000000001,0.000000001
318653:6847,06/26/18 06:45:25,43,18,0.001147588,0.000407729
318658:6847,06/26/18 07:07:42,15,7,0.000410199,0.000010934
318659:6847,06/26/18 07:13:10,18,7,0.000485840,0.000007236
318661:6847,06/26/18 07:19:50,97,87,0.002546490,0.001826592
318662:6847,06/26/18 07:57:17,60,53,0.001523046,0.000964605
318663:6847,06/26/18 08:20:32,71,57,0.001758811,0.001106979
318667:6847,06/26/18 08:47:54,21,13,0.000510744,0.000305872
318669:6847,06/26/18 08:55:57,28,21,0.000673823,0.000492875
318670:6847,06/26/18 09:06:37,188,180,0.004365356,0.004114058
318675:6847,06/26/18 10:19:25,242,242,0.003593692,0.003543543
318711:6850,06/26/18 18:49:33,16,0,0.000000058,0
318712:6850,06/26/18 18:55:34,176,159,0.004986310,0.003239169
318714:6850,06/26/18 20:03:55,372,362,0.034397362,0.030613198
318733:6850,06/26/18 22:28:18,43,33,0.003741843,0.002690376
318734:6850,06/26/18 22:44:49,50,50,0.004287358,0.004162250
318737:6851,06/27/18 00:37:55,9,0,0,0
318738:6851,06/27/18 00:41:04,16,16,0,0
318793:6853,06/27/18 15:24:17,4,0,0,0
318796:6853,06/27/18 15:47:25,2,1,0,0
318797:6853,06/27/18 15:52:20,2,1,0,0
318798:6853,06/27/18 16:06:39,104,104,0.000000118,0.000000116
318815:6854,06/27/18 20:32:05,17,7,0.000000144,0.000000050
318816:6854,06/27/18 20:38:21,216,210,0.033909581,0.031495391
318817:6854,06/27/18 22:01:58,239,210,0.029100793,0.024001441
318819:6854,06/27/18 23:34:37,38,34,0.006181363,0.004893836
318820:6854,06/27/18 23:49:13,71,71,0.010457337,0.010196299
318825:6858,06/28/18 05:48:15,24,0,0.000000173,0
318827:6858,06/28/18 05:57:11,33,30,0.000000245,0.000000195
318828:6858,06/28/18 06:09:49,131,131,0.017862652,0.017252525
318869:6860,06/28/18 15:29:26,40,0,0.000000851,0
318872:6860,06/28/18 15:44:42,296,288,0.097718412,0.091180440
318874:6860,06/28/18 17:39:39,324,320,0.100509462,0.094917432
318876:6860,06/28/18 19:45:23,165,161,0.047715561,0.044263060
318877:6860,06/28/18 20:49:22,622,622,0.157533614,0.153062647
318885:6861,06/29/18 03:16:56,1,1,0,0
318886:6861,06/29/18 03:29:55,1,1,0,0
318892:6862,06/29/18 06:47:37,1,1,0,0
318893:6862,06/29/18 06:53:12,2,2,0,0
318897:6863,06/29/18 10:09:57,3,0,0,0
318908:6863,06/29/18 10:56:08,1,0,0,0
318909:6863,06/29/18 10:56:11,15,8,0.000000023,0.000000010
318910:6863,06/29/18 11:17:26,75,65,0.000000135,0.000000112
318911:6863,06/29/18 11:46:17,25,17,0.000000042,0.000000002
318912:6863,06/29/18 11:55:52,33,26,0.000000042,0.000000013
318913:6863,06/29/18 12:08:39,78,71,0.000000018,0.000000017
318935:6864,06/29/18 16:54:54,3,0,0.000000174,0.000000011
318937:6864,06/29/18 16:55:46,10,3,0.000001053,0.000000269
318939:6864,06/29/18 16:59:18,147,140,0.000015706,0.000014719
318944:6864,06/29/18 17:56:18,14,7,0.000001488,0.000000705
318945:6864,06/29/18 18:01:28,219,208,0.000023306,0.000021892
318953:6864,06/29/18 19:26:12,1166,1166,0.000122549,0.000121089
318958:6865,06/30/18 04:48:42,1,0,0,0
318962:6865,06/30/18 05:33:48,70,70,0.000000070,0.000000068
318978:6868,06/30/18 09:42:17,14,4,0.000002214,0
318979:6868,06/30/18 09:48:04,20,10,0.000003476,0.000000002
318980:6868,06/30/18 09:55:44,14,5,0.000001105,0
318981:6868,06/30/18 10:01:05,12,4,0.000001576,0
318982:6868,06/30/18 10:05:41,88,62,0.000016218,0.000011224
318983:6868,06/30/18 10:39:37,116,109,0.000018947,0.000017358
318984:6868,06/30/18 11:24:24,1060,456,0.000139346,0.000032305
318992:6868,06/30/18 18:15:56,376,9,0.000067687,0.000001448
319006:6868,06/30/18 20:41:57,98,91,0.000017442,0.000015838
319010:6868,06/30/18 21:19:48,16,8,0.000002848,0.000001244
319011:6868,06/30/18 21:25:53,36,27,0.000006491,0.000004786
319015:6868,06/30/18 21:39:34,9,2,0.000001605,0.000000239
319016:6868,06/30/18 21:42:57,21,7,0.000003740,0.000001150
319018:6868,06/30/18 21:50:53,437,432,0.000038696,0.000038159
319019:6868,07/01/18 00:40:20,1097,1097,0.000122265,0.000120454
319031:6869,07/01/18 09:46:25,19,6,0,0
319033:6869,07/01/18 09:53:22,9,9,0,0
319066:6871,07/01/18 18:43:24,21,0,0,0
319068:6871,07/01/18 18:51:15,1,1,0,0
319076:6874,07/01/18 23:02:41,14,3,0.000000282,0.000000046
319077:6874,07/01/18 23:07:57,104,104,0.022587461,0.021779407
319096:6877,07/02/18 07:12:14,9,0,0.000000003,0
319097:6877,07/02/18 07:15:25,187,172,0.000005869,0.000004536
319098:6877,07/02/18 08:27:58,4,2,0.000000324,0.000000056
319099:6877,07/02/18 08:29:15,34,14,0.000002720,0.000001043
319100:6877,07/02/18 08:42:06,33,21,0.000002596,0.000001611
319101:6877,07/02/18 08:54:54,60,27,0.000004592,0.000002035
319103:6877,07/02/18 09:17:59,12,2,0.000000584,0.000000101
319104:6877,07/02/18 09:22:28,191,191,0.000012888,0.000012709
319120:6879,07/02/18 13:51:10,35,2,0.000000029,0
319123:6879,07/02/18 14:04:31,24,3,0.000000020,0.000000002
319124:6879,07/02/18 14:13:31,285,277,0.000041821,0.000039542
319125:6879,07/02/18 16:04:13,223,223,0.000043012,0.000042378
319157:6881,07/03/18 04:14:18,19,0,0.000000034,0
319159:6881,07/03/18 04:21:23,623,618,0.000226929,0.000214916
319160:6881,07/03/18 08:23:04,479,479,0.000173351,0.000169542
319172:6882,07/03/18 15:05:26,9,0,0.000000016,0
319173:6882,07/03/18 15:08:41,154,151,0.000012308,0.000010210
319174:6882,07/03/18 16:08:22,86,78,0.000041026,0.000032524
319175:6882,07/03/18 16:41:33,143,140,0.000063440,0.000059022
319176:6882,07/03/18 17:36:47,1816,1803,0.000596076,0.000580058
319177:6882,07/04/18 05:22:15,237,237,0.000060193,0.000059142
319186:6884,07/04/18 09:28:44,17,2,0.000000017,0
319187:6884,07/04/18 09:34:54,53,48,0.000000053,0.000000046
319188:6884,07/04/18 09:55:11,10,5,0.000000010,0.000000004
319189:6884,07/04/18 09:58:49,80,72,0.000005546,0.000004472
319190:6884,07/04/18 10:29:39,323,323,0.000095729,0.000093152
319219:6885,07/04/18 19:18:51,36,3,0.000000071,0.000000004
319222:6885,07/04/18 19:32:42,300,294,0.000114943,0.000109280
319223:6885,07/04/18 21:29:10,132,132,0.000075256,0.000073069
319252:6890,07/05/18 11:25:52,1,0,0,0
319254:6890,07/05/18 11:25:55,174,165,0.000127265,0.000113647
319255:6890,07/05/18 13:11:18,172,165,0.000129994,0.000115871
319256:6890,07/05/18 14:18:04,735,726,0.000522199,0.000484142
319260:6890,07/05/18 19:03:21,140,132,0.000099212,0.000088443
319262:6890,07/05/18 19:57:41,370,363,0.000249351,0.000227839
319263:6890,07/05/18 22:21:13,375,367,0.000248799,0.000228822
319264:6890,07/06/18 00:46:38,122,58,0.000080293,0.000035178
319265:6890,07/06/18 01:33:50,414,396,0.000270723,0.000245703
319266:6890,07/06/18 04:14:36,33,27,0.000021484,0.000015087
319267:6890,07/06/18 04:27:23,229,204,0.000148681,0.000125728
319268:6890,07/06/18 05:56:08,494,467,0.000318406,0.000283627
319270:6890,07/06/18 09:08:03,213,206,0.000136288,0.000123668
319271:6890,07/06/18 10:30:38,15,2,0.000009569,0
319272:6890,07/06/18 10:36:11,26,3,0.000016614,0
319273:6890,07/06/18 10:46:07,17,11,0.000010842,0.000003702
319274:6890,07/06/18 10:52:44,22,22,0.000013993,0.000013181
319292:6891,07/06/18 13:39:07,10,0,0.000000036,0
319295:6891,07/06/18 14:03:57,1,0,0.000000004,0
319297:6891,07/06/18 14:19:40,28,0,0.000024887,0.000000021
319300:6891,07/06/18 14:30:13,1133,1133,0.000855038,0.000811864
319308:6892,07/06/18 23:51:27,1,0,0.000000003,0
319310:6892,07/06/18 23:55:21,19,13,0.000014533,0.000010482
319311:6892,07/07/18 00:46:38,1740,1740,0.001302691,0.001228292
319337:6901,07/08/18 01:47:37,2216,2214,0.231779933,0.226459523
319345:6904,07/08/18 19:29:14,5,0,0.000000070,0.000000005
319347:6904,07/08/18 19:38:12,674,671,0.230454308,0.211446087
319348:6904,07/09/18 00:07:18,42,37,0.012037935,0.004854717
319349:6904,07/09/18 00:23:35,149,149,0.040817239,0.039728036
319445:6909,07/09/18 20:41:12,1,0,0,0
319447:6909,07/09/18 20:41:18,2,1,0.000000016,0.000000016
319449:6909,07/09/18 20:55:27,715,711,0.258506513,0.246820871
319450:6909,07/10/18 01:32:45,701,691,0.211263212,0.201192653
319452:6909,07/10/18 06:04:49,14,6,0.003783490,0.000000305
319453:6909,07/10/18 06:10:03,14,3,0.003766223,0.000000404
319456:6909,07/10/18 06:15:28,353,346,0.089855030,0.085039617
319459:6909,07/10/18 08:32:35,89,78,0.017075053,0.016604106
319460:6909,07/10/18 09:06:59,69,62,0.000576383,0.000499962
319462:6909,07/10/18 09:33:44,24,18,0.000199900,0.000137446
319463:6909,07/10/18 09:42:50,19,13,0.000159331,0.000102740
319464:6909,07/10/18 09:50:13,121,114,0.001021320,0.000933965
319466:6909,07/10/18 10:37:07,41,35,0.000344284,0.000282281
319467:6909,07/10/18 10:52:43,248,242,0.002077664,0.001974588
319468:6909,07/10/18 12:29:01,1817,1807,0.015270855,0.014640428
319469:6909,07/11/18 00:14:49,30,3,0.000249129,0.000000010
319470:6909,07/11/18 00:26:12,14,9,0.000115340,0.000000638
319471:6909,07/11/18 00:31:35,159,149,0.001331972,0.001204455
319472:6909,07/11/18 01:33:03,231,231,0.001924225,0.001863663
319486:6911,07/11/18 09:06:35,84,76,0.023609029,0.022759981
319488:6911,07/11/18 09:38:50,1213,1091,0.046088361,0.008352393
319503:6911,07/11/18 17:30:46,318,318,0.092417419,0.088690693
319523:6912,07/11/18 22:10:54,2,0,0.000000091,0.000000075
319524:6912,07/11/18 22:13:55,1489,1439,0.474721312,0.447007472
319525:6912,07/12/18 08:01:42,33,24,0.008438380,0.005815272
319526:6912,07/12/18 08:14:19,293,283,0.072057656,0.067425069
319527:6912,07/12/18 10:08:02,8,3,0.001892996,0.000208522
319528:6912,07/12/18 10:11:01,261,261,0.059212547,0.057857947
319557:6913,07/12/18 18:28:59,25,0,0.000028025,0
319559:6913,07/12/18 18:38:29,56,56,0.000054890,0.000053086
319578:6919,07/13/18 04:24:50,8,0,0.000000127,0
319579:6919,07/13/18 04:27:45,3173,3173,0.796889508,0.773753777
319625:6921,07/14/18 13:59:41,204,204,0.074170991,0.071711166
319639:6923,07/14/18 18:40:37,1492,1492,0.408801638,0.395095753
319656:6924,07/15/18 07:05:07,293,283,0.100002425,0.091749048
319657:6924,07/15/18 09:09:07,173,167,0.053194311,0.049620924
319658:6924,07/15/18 10:16:05,243,225,0.066614669,0.059877772
319659:6924,07/15/18 11:50:27,88,88,0.021737515,0.020961610
319675:6925,07/15/18 15:01:57,1,0,0.000000014,0
319678:6925,07/15/18 15:06:42,273,273,0.098961288,0.095344576
319687:6927,07/15/18 22:20:51,59,59,0.020684410,0.019910829
319697:6929,07/16/18 02:12:26,466,458,0.065324423,0.061859882
319698:6929,07/16/18 05:13:10,318,318,0.036687246,0.035740840
319755:6931,07/16/18 15:19:24,2,0,0.000000014,0
319756:6931,07/16/18 15:22:24,1947,1947,0.491144855,0.474659315
319838:6939,07/17/18 22:10:27,1,0,0,0
319840:6939,07/17/18 22:12:23,366,362,0.052467231,0.050341351
319841:6939,07/18/18 00:44:34,175,175,0.021300206,0.020615990
319844:6940,07/18/18 03:41:18,1,0,0.000000014,0
319847:6940,07/18/18 03:43:54,27,24,0.009901742,0.007808349
319848:6940,07/18/18 04:04:46,60,53,0.021964777,0.018293219
319849:6940,07/18/18 04:28:03,511,493,0.178437816,0.166302644
319851:6940,07/18/18 07:46:30,21,13,0.006251438,0.001079057
319852:6940,07/18/18 07:54:25,19,13,0.005590358,0.000059500
319853:6940,07/18/18 08:01:32,266,262,0.072860097,0.069834958
319854:6940,07/18/18 09:44:35,234,234,0.054643126,0.052974075
319904:6942,07/19/18 02:20:16,2,1,0.000000015,0
319907:6942,07/19/18 02:35:07,14,4,0.004869699,0.001165221
319908:6942,07/19/18 02:40:13,60,53,0.022307486,0.018293807
319909:6942,07/19/18 03:03:14,16,7,0.006250256,0.001087523
319910:6942,07/19/18 03:09:21,991,983,0.303957604,0.291924794
319912:6942,07/19/18 09:34:18,65,59,0.014901741,0.012855413
319913:6942,07/19/18 09:59:25,61,56,0.013537503,0.011999321
319914:6942,07/19/18 10:22:49,38,32,0.008220508,0.006576487
319915:6942,07/19/18 10:37:24,417,417,0.085197746,0.083174533
319941:6944,07/19/18 19:43:19,273,267,0.100534386,0.093626168
319942:6944,07/19/18 21:41:31,51,51,0.017501084,0.017033586
319950:6946,07/20/18 02:42:23,178,178,0.068402822,0.066416134
319991:6953,07/20/18 15:31:26,854,849,0.285842072,0.274183600
319992:6953,07/20/18 21:15:40,272,264,0.067117475,0.062667561
319993:6953,07/20/18 23:01:06,963,963,0.180498712,0.175453762
320001:6956,07/21/18 07:54:35,1,0,0.000000014,0
320002:6956,07/21/18 07:57:46,176,165,0.063501821,0.053911715
320003:6956,07/21/18 09:19:40,13,6,0.004937394,0.000000137
320004:6956,07/21/18 09:24:25,46,3,0.017197403,0
320005:6956,07/21/18 09:42:18,11,2,0.004043763,0.000003839
320006:6956,07/21/18 09:46:33,344,341,0.114036647,0.109549147
320007:6956,07/21/18 12:00:09,161,157,0.046222155,0.043193931
320008:6956,07/21/18 13:02:27,92,85,0.024561653,0.021598203
320009:6956,07/21/18 13:38:11,128,122,0.032234015,0.029400582
320010:6956,07/21/18 14:27:42,336,331,0.074457079,0.071341975
320011:6956,07/21/18 16:38:02,310,302,0.061784202,0.058383576
320012:6956,07/21/18 18:38:20,101,101,0.018045672,0.017440856
320023:6957,07/21/18 21:29:11,290,286,0.104421596,0.097877938
320024:6957,07/21/18 23:21:36,417,410,0.126564912,0.120882653
320025:6957,07/22/18 02:03:22,120,113,0.031605552,0.028769229
320026:6957,07/22/18 02:49:56,205,205,0.049421896,0.048008056
320038:6960,07/22/18 07:04:18,643,634,0.225113265,0.213825150
320039:6960,07/22/18 11:13:46,40,30,0.011615020,0.007856132
320040:6960,07/22/18 11:29:07,738,738,0.175391885,0.169720397
320058:6961,07/22/18 18:28:27,39,33,0.013185738,0.009694166
320059:6961,07/22/18 18:43:23,113,105,0.044886099,0.039241337
320060:6961,07/22/18 19:27:06,50,42,0.018720767,0.015071403
320061:6961,07/22/18 19:46:28,53,49,0.019757531,0.017519838
320062:6961,07/22/18 20:06:51,28,21,0.010198677,0.006671539
320063:6961,07/22/18 20:17:41,79,64,0.027809423,0.021200481
320064:6961,07/22/18 20:48:07,210,201,0.068513979,0.062043838
320065:6961,07/22/18 22:09:31,927,927,0.225875785,0.218131794
320076:6962,07/23/18 06:42:42,10,2,0,0
320077:6962,07/23/18 06:46:07,145,32,0.000004544,0
320090:6963,07/23/18 11:25:22,101,78,0.000013432,0.000010204
320094:6963,07/23/18 12:04:37,54,26,0.000000891,0
320116:6964,07/23/18 14:33:27,8,0,0,0
320122:6964,07/23/18 14:36:13,115,105,0.000004702,0.000004023
320127:6964,07/23/18 15:20:33,177,175,0.000014109,0.000013664
320128:6964,07/23/18 16:49:32,6,0,0.000000370,0
320129:6964,07/23/18 16:51:36,284,88,0.000025036,0.000006822
320142:6967,07/24/18 03:36:54,13,0,0.000024726,0
320143:6967,07/24/18 03:41:47,17,4,0.000034349,0.000003761
320144:6967,07/24/18 03:48:08,14,4,0.000028627,0.000003903
320185:6972,07/24/18 17:49:16,1,0,0,0
320186:6972,07/24/18 17:55:47,146,44,0.000040314,0.000010356
320189:6972,07/24/18 18:52:02,85,74,0.000022983,0.000019608
320190:6972,07/24/18 19:25:05,110,107,0.000027676,0.000026472
320191:6972,07/24/18 20:07:41,144,127,0.000033273,0.000029357
320192:6972,07/24/18 21:03:20,320,317,0.000052097,0.000051757
320317:6978,07/25/18 23:31:42,1,0,0,0
320321:6978,07/25/18 23:31:46,150,150,0.000008943,0.000008806
320326:6979,07/26/18 03:44:55,1,0,0,0
320328:6979,07/26/18 03:45:00,88,88,0.000006674,0.000006575
320384:6984,07/26/18 19:18:37,325,0,0.014045461,0
320385:6984,07/26/18 21:24:43,272,0,0.009929921,0
320386:6984,07/26/18 23:10:20,211,0,0.006775271,0
320413:6993,07/27/18 15:34:00,5,5,0.000000001,0.000000001
320416:6993,07/27/18 17:23:01,4,4,0.000000006,0.000000006
320433:6995,07/28/18 01:02:49,1,0,0,0
320434:6995,07/28/18 01:40:19,418,418,0.003881802,0.003839878
320500:6998,07/30/18 08:00:32,387,387,0.000037988,0.000034847
320569:7003,07/31/18 02:00:49,286,281,0.000067950,0.000065658
320570:7003,07/31/18 04:00:30,419,416,0.000088739,0.000083946
320571:7003,07/31/18 06:43:15,69,69,0.000013294,0.000012958
320673:7005,08/01/18 02:19:50,891,887,0.065499703,0.063882165
320674:7005,08/01/18 08:11:46,624,624,0.034554053,0.033948650
320686:7006,08/01/18 15:03:53,1,0,0,0
320688:7006,08/01/18 15:05:27,613,613,0.158111319,0.152841791
320712:7008,08/02/18 02:30:20,218,218,0.073336320,0.070803490
320755:7013,08/02/18 14:16:43,1,0,0,0
320757:7013,08/02/18 14:18:34,345,345,0.120261659,0.115942678
320804:7017,08/03/18 07:10:26,1258,1249,0.324132989,0.310844260
320807:7017,08/03/18 15:28:47,11,7,0.001978064,0.000321847
320808:7017,08/03/18 15:33:03,27,18,0.004791606,0.000014907
320809:7017,08/03/18 15:43:13,746,746,0.107621384,0.104809624
320818:7018,08/03/18 23:35:39,1,0,0.000000037,0
320821:7018,08/03/18 23:42:01,196,192,0.064935841,0.061101269
320822:7018,08/04/18 01:09:17,529,523,0.149415754,0.142985422
320823:7018,08/04/18 04:34:31,364,360,0.079862730,0.076341415
320824:7018,08/04/18 06:55:49,1063,1063,0.162006761,0.157748859
320836:7020,08/04/18 16:51:18,2,0,0.000000095,0
320838:7020,08/04/18 16:55:32,332,324,0.118635768,0.110819261
320839:7020,08/04/18 19:17:15,8,3,0.002742044,0.000020126
320840:7020,08/04/18 19:20:16,479,472,0.142226988,0.134610851
320841:7020,08/04/18 22:26:04,206,206,0.050123294,0.048354554
320851:7024,08/05/18 06:26:26,1,0,0.000000046,0
320853:7024,08/05/18 06:32:52,352,344,0.124599096,0.117560692
320854:7024,08/05/18 08:59:07,133,125,0.041971736,0.037853758
320855:7024,08/05/18 09:50:43,581,566,0.148501202,0.139939093
320856:7024,08/05/18 13:36:29,164,159,0.034047956,0.031977648
320857:7024,08/05/18 14:39:58,277,272,0.053116552,0.050440605
320858:7024,08/05/18 16:27:34,239,231,0.038569793,0.035817301
320859:7024,08/05/18 18:00:17,43,43,0.005340920,0.004998319
320884:7026,08/05/18 22:16:03,1,0,0.000000046,0
320887:7026,08/05/18 22:34:17,289,286,0.109143940,0.104054404
320888:7026,08/06/18 00:26:11,128,128,0.042885336,0.040998856
320914:7031,08/06/18 09:08:36,10,0,0.003652729,0
320916:7031,08/06/18 09:12:15,34,25,0.010740933,0.006407567
